bib_key,title,authors,year,entry_type,url
Hamilton1982,Three-manifolds with positive Ricci curvature,R. S. Hamilton,1982,article,/bibliography/hamilton1982/
pais1982subtle,Subtle Is the Lord: The Science and the Life of Albert Einstein,"Pais, Abraham",1982,book,/bibliography/pais1982subtle/
JohnstoneStone1982,Stone spaces,"Johnstone, Peter T.",1982,book,/bibliography/johnstonestone1982/
Johnstone1982,Stone Spaces,"Johnstone, Peter T.",1982,book,/bibliography/johnstone1982/
Johnstone1982Stone,Stone Spaces,Peter T. Johnstone,1982,book,/bibliography/johnstone1982stone/
JohnstoneStoneSpaces1982,Stone Spaces,Peter T. Johnstone,1982,book,/bibliography/johnstonestonespaces1982/
BottTu1982,Differential Forms in Algebraic Topology,Raoul Bott and Loring W. Tu,1982,book,/bibliography/botttu1982/
Kelly1982,Basic Concepts of Enriched Category Theory,G. Max Kelly,1982,book,/bibliography/kelly1982/
Walters1982,An Introduction to Ergodic Theory,Peter Walters,1982,book,/bibliography/walters1982/
Buser1982,A note on the isoperimetric constant and the first eigenvalue of a compact Riemannian manifold,"Buser, Peter",1982,article,/bibliography/buser1982/
linde1982new,"A New Inflationary Universe Scenario: A Possible Solution of the Horizon, Flatness, Homogeneity, Isotropy and Primordial Monopole Problems","Linde, Andrei D.",1982,article,/bibliography/linde1982new/
Bekenstein1981,Universal upper bound on the entropy-to-energy ratio for bounded systems,Jacob D. Bekenstein,1981,article,/bibliography/bekenstein1981/
habermas1981,Theorie des kommunikativen Handelns,Jürgen Habermas,1981,book,/bibliography/habermas1981/
danto1981,The Transfiguration of the Commonplace,Arthur Danto,1981,book,/bibliography/danto1981/
axelrod1981,The Evolution of Cooperation,"Axelrod, Robert and Hamilton, William D.",1981,article,/bibliography/axelrod1981/
Kock1981,Synthetic differential geometry,"Kock, Anders",1981,book,/bibliography/kock1981/
putnam1981,"Reason, Truth, and History",Hilary Putnam,1981,book,/bibliography/putnam1981/
CurtisReiner1981,"Methods of representation theory, Vol. I","Curtis, Charles W. and Reiner, Irving",1981,book,/bibliography/curtisreiner1981/
Forster1981,Lectures on Riemann Surfaces,"Forster, Otto",1981,book,/bibliography/forster1981/
Lempert1981,La métrique de Kobayashi et la représentation des domaines sur <math><msup><mi mathvariant='double-struck'>C</mi><mn>n</mn></msup></math>,"Lempert, L.",1981,article,/bibliography/lempert1981/
Guth1981,Inflationary Universe: A Possible Solution to the Horizon and Flatness Problems,Alan H. Guth,1981,article,/bibliography/guth1981/
guth1981inflationary,Inflationary Universe: A Possible Solution to the Horizon and Flatness Problems,"Guth, Alan H.",1981,article,/bibliography/guth1981inflationary/
macintyre1981,After Virtue: A Study in Moral Theory,Alasdair MacIntyre,1981,book,/bibliography/macintyre1981/
Milne1980,Étale cohomology,"Milne, James S.",1980,book,/bibliography/milne1980/
MilneEtale,Étale Cohomology,J. S. Milne,1980,book,/bibliography/milneetale/
Peebles1980,The Large-Scale Structure of the Universe,P. J. E. Peebles,1980,book,/bibliography/peebles1980/
landau1980statistical,"Statistical Physics, Part 1","Landau, Lev D. and Lifshitz, Evgeny M.",1980,book,/bibliography/landau1980statistical/
Kunen1980,Set Theory: An Introduction to Independence Proofs,Kenneth Kunen,1980,book,/bibliography/kunen1980/
rubin1980rotational,"Rotational Properties of 21 SC Galaxies with a Large Range of Luminosities and Radii, from NGC 4605 (R = 4 kpc) to UGC 2885 (R = 122 kpc)","Rubin, Vera C. and Ford, W. Kent Jr. and Thonnard, Norbert",1980,article,/bibliography/rubin1980rotational/
ItzyksonZuber1980,Quantum Field Theory,Claude Itzykson and Jean-Bernard Zuber,1980,book,/bibliography/itzyksonzuber1980/
klitzing1980new,New Method for High-Accuracy Determination of the Fine-Structure Constant Based on Quantized Hall Resistance,"von Klitzing, Klaus and Dorda, Gerhard and Pepper, Michael",1980,article,/bibliography/klitzing1980new/
tHooftNaturalness1980,"Naturalness, chiral symmetry, and spontaneous chiral symmetry breaking","'t Hooft, G.",1980,incollection,/bibliography/thooftnaturalness1980/
kripke1980,Naming and Necessity,Saul Kripke,1980,book,/bibliography/kripke1980/
Davenport1980,Multiplicative Number Theory,Harold Davenport,1980,book,/bibliography/davenport1980/
searle1980,"Minds, Brains, and Programs",John Searle,1980,article,/bibliography/searle1980/
ReedSimon1980,Methods of Modern Mathematical Physics I: Functional Analysis,Michael Reed and Barry Simon,1980,book,/bibliography/reedsimon1980/
sagan1985,Cosmos,"Sagan, Carl",1980,book,/bibliography/sagan1985/
maturana1980,Autopoiesis and Cognition: The Realization of the Living,"Maturana, Humberto R. and Varela, Francisco J.",1980,book,/bibliography/maturana1980/
Renault1980,A groupoid approach to C*-algebras,"Renault, Jean",1980,book,/bibliography/renault1980/
Schonhage1979,Über die Berechnung der Zetafunktion,A. Schönhage,1979,article,/bibliography/schonhage1979/
Simon1979,Trace Ideals and Their Applications,Barry Simon,1979,book,/bibliography/simon1979/
SimonTrace,Trace Ideals and Their Applications,Barry Simon,1979,book,/bibliography/simontrace/
Thurston1979,The geometry and topology of three-manifolds,William P. Thurston,1979,misc,/bibliography/thurston1979/
Sudbery1979,Quaternionic Analysis,Anthony Sudbery,1979,article,/bibliography/sudbery1979/
rorty1979,Philosophy and the Mirror of Nature,Richard Rorty,1979,book,/bibliography/rorty1979/
Serre1979,Local Fields,Jean-Pierre Serre,1979,book,/bibliography/serre1979/
lovelock1979,Gaia: A New Look at Life on Earth,"Lovelock, James",1979,book,/bibliography/lovelock1979/
jonas1979,Das Prinzip Verantwortung,Hans Jonas,1979,book,/bibliography/jonas1979/
GareyJohnson1979,Computers and Intractability: A Guide to the Theory of NP-Completeness,Michael R. Garey and David S. Johnson,1979,book,/bibliography/gareyjohnson1979/
Ahlfors1979,Complex analysis,"Ahlfors, Lars V.",1979,book,/bibliography/ahlfors1979/
GellMann1979,Complex Spinors and Unified Theories,Murray Gell-Mann and Pierre Ramond and Richard Slansky,1979,incollection,/bibliography/gellmann1979/
GrauertRemmert1979,Coherent analytic sheaves,"Grauert, Hans and Remmert, Reinhold",1979,book,/bibliography/grauertremmert1979/
Hardy1979,An Introduction to the Theory of Numbers,Godfrey H. Hardy and Edward M. Wright,1979,book,/bibliography/hardy1979/
HewittRoss1979,"Abstract Harmonic Analysis. Vol. I: Structure of Topological Groups, Integration Theory, Group Representations","Hewitt, Edwin and Ross, Kenneth A.",1979,book,/bibliography/hewittross1979/
Barr1979,<math><mi>*</mi></math>-Autonomous Categories,Michael Barr,1979,book,/bibliography/barr1979/
Ruelle1978,Thermodynamic Formalism,David Ruelle,1978,book,/bibliography/ruelle1978/
GriffithsHarris1978,Principles of algebraic geometry,"Griffiths, Phillip and Harris, Joseph",1978,book,/bibliography/griffithsharris1978/
ReedSimon1978,Methods of Modern Mathematical Physics. IV: Analysis of Operators,"Reed, Michael and Simon, Barry",1978,book,/bibliography/reedsimon1978/
Conway1978,Functions of One Complex Variable I,John B. Conway,1978,book,/bibliography/conway1978/
Helgason1978,"Differential geometry, Lie groups, and symmetric spaces","Helgason, Sigurdur",1978,book,/bibliography/helgason1978/
Kleiman1968,Algebraic cycles and the Weil conjectures,S. L. Kleiman,1978,article,/bibliography/kleiman1968/
Johnstone1977,Topos theory,"Johnstone, Peter T.",1977,book,/bibliography/johnstone1977/
GrauertRemmert1977,Theory of Stein spaces,"Grauert, Hans and Remmert, Reinhold",1977,book,/bibliography/grauertremmert1977/
Passman1977,The algebraic structure of group rings,"Passman, D. S.",1977,book,/bibliography/passman1977/
DiederichFornæss1977,Proper holomorphic mappings between real-analytic pseudoconvex domains,"Diederich, Klaus and Fornæss, John Erik",1977,article,/bibliography/diederichforn-ss1977/
Morris1977,Pontryagin Duality and the Structure of Locally Compact Abelian Groups,Sidney A. Morris,1977,book,/bibliography/morris1977/
woese1977,Phylogenetic Structure of the Prokaryotic Domain: The Primary Kingdoms,"Woese, Carl R. and Fox, George E.",1977,article,/bibliography/woese1977/
CoatesWiles1977,On the conjecture of Birch and Swinnerton-Dyer,John Coates and Andrew Wiles,1977,article,/bibliography/coateswiles1977/
Simon1977,Notes on infinite determinants of Hilbert space operators,Barry Simon,1977,article,/bibliography/simon1977/
Temam1977,Navier–Stokes Equations,Roger Temam,1977,book,/bibliography/temam1977/
Mazur1977,Modular curves and the Eisenstein ideal,Barry Mazur,1977,article,/bibliography/mazur1977/
Serre1977,Linear Representations of Finite Groups,Jean-Pierre Serre,1977,book,/bibliography/serre1977/
Chen1977,Iterated Integrals and Exponential Homomorphisms,"Chen, Kuo-Tsai",1977,article,/bibliography/chen1977/
MakkaiReyes1977,First-Order Categorical Logic: Model-Theoretical Methods in the Theory of Topoi and Related Categories,Michael Makkai and Gonzalo E. Reyes,1977,book,/bibliography/makkaireyes1977/
kirkwood1977,Evolution of Ageing,"Kirkwood, Thomas B. L.",1977,article,/bibliography/kirkwood1977/
blandford1977electromagnetic,Electromagnetic Extraction of Energy from Kerr Black Holes,"Blandford, Roger D. and Znajek, Roman L.",1977,article,/bibliography/blandford1977electromagnetic/
Hartshorne1977,Algebraic Geometry,Robin Hartshorne,1977,book,/bibliography/hartshorne1977/
Belnap1977,A Useful Four-Valued Logic,Nuel D. Belnap,1977,article,/bibliography/belnap1977/
Minkowski1977,<math><mi>μ → eγ</mi></math> at a Rate of One Out of <math><mi>10⁹</mi></math> Muon Decays?,Peter Minkowski,1977,article,/bibliography/minkowski1977/
Koblitz1977,"<math><mi>p</mi></math>-adic Numbers, <math><mi>p</mi></math>-adic Analysis, and Zeta-Functions",Neal Koblitz,1977,book,/bibliography/koblitz1977/
dawkins1976,The Selfish Gene,"Dawkins, Richard",1976,book,/bibliography/dawkins1976/
HejhalSelberg,"The Selberg Trace Formula for PSL(2,ℝ)",Dennis A. Hejhal,1976,book,/bibliography/hejhalselberg/
BoutetSjoestrand1976,Sur la singularité des noyaux de Bergman et de {Szegő,"Boutet de Monvel, Louis and Sjöstrand, Johannes",1976,article,/bibliography/boutetsjoestrand1976/
ashcroft1976solid,Solid State Physics,"Ashcroft, Neil W. and Mermin, N. David",1976,book,/bibliography/ashcroft1976solid/
Knuth1976,Mathematics and Computer Science: Coping with Finiteness,Donald E. Knuth,1976,article,/bibliography/knuth1976/
goodman1976,Languages of Art: An Approach to a Theory of Symbols,Nelson Goodman,1976,book,/bibliography/goodman1976/
Rolfsen1976,Knots and Links,"Rolfsen, Dale",1976,book,/bibliography/rolfsen1976/
Apostol1976,Introduction to Analytic Number Theory,"Apostol, Tom M.",1976,book,/bibliography/apostol1976/
Dodziuk1976,Finite-difference approach to the Hodge theory of harmonic forms,Jozef Dodziuk,1976,article,/bibliography/dodziuk1976/
DoCarmo1976,Differential geometry of curves and surfaces,"do Carmo, Manfredo P.",1976,book,/bibliography/docarmo1976/
Hempel1976,3-Manifolds,"Hempel, John",1976,book,/bibliography/hempel1976/
Fritzsch1975,Unified interactions of leptons and hadrons,"Fritzsch, H. and Minkowski, P.",1975,article,/bibliography/fritzsch1975/
Baker1975,Transcendental number theory,"Baker, Alan",1975,book,/bibliography/baker1975/
Tate1975,The Regulator and the refined definition of heights,John Tate,1975,incollection,/bibliography/tate1975/
foucault1975,Surveiller et punir: Naissance de la prison,Michel Foucault,1975,book,/bibliography/foucault1975/
AtiyahPatodiSinger1975,Spectral Asymmetry and Riemannian Geometry I,M. F. Atiyah and V. K. Patodi and I. M. Singer,1975,article,/bibliography/atiyahpatodisinger1975/
BakerGillSolovay1975,Relativizations of the P =? NP Question,Theodore Baker and John Gill and Robert Solovay,1975,article,/bibliography/bakergillsolovay1975/
Hawking1975,Particle creation by black holes,Stephen W. Hawking,1975,article,/bibliography/hawking1975/
hawking1975particle,Particle Creation by Black Holes,"Hawking, Stephen W.",1975,article,/bibliography/hawking1975particle/
ReedSimon1975,Methods of Modern Mathematical Physics. I: Functional Analysis,M. Reed and B. Simon,1975,book,/bibliography/reedsimon1975/
Bowen1975,Equilibrium States and the Ergodic Theory of Anosov Diffeomorphisms,Rufus Bowen,1975,book,/bibliography/bowen1975/
OsterwalderSchrader1975,Axioms for Euclidean Green's functions. II,K. Osterwalder and R. Schrader,1975,article,/bibliography/osterwalderschrader1975/
singer1975,Animal Liberation,Peter Singer,1975,book,/bibliography/singer1975/
nagel1974,What Is It Like to Be a Bat?,Thomas Nagel,1974,article,/bibliography/nagel1974/
GeorgiGlashow1974,Unity of all elementary-particle forces,"Georgi, H. and Glashow, S. L.",1974,article,/bibliography/georgiglashow1974/
KuipersNiederreiter1974,Uniform Distribution of Sequences,L. Kuipers and H. Niederreiter,1974,book,/bibliography/kuipersniederreiter1974/
Fefferman1974,The Bergman kernel and biholomorphic mappings of pseudoconvex domains,"Fefferman, Charles",1974,article,/bibliography/fefferman1974/
Edwards1974,Riemann's Zeta Function,H. M. Edwards,1974,book,/bibliography/edwards1974/
ChernMoser1974,Real hypersurfaces in complex manifolds,"Chern, S.-S. and Moser, J. K.",1974,article,/bibliography/chernmoser1974/
Coxeter1974,Projective geometry,"Coxeter, H. S. M.",1974,book,/bibliography/coxeter1974/
DeligneWeil,La conjecture de Weil. I,P. Deligne,1974,article,/bibliography/deligneweil/
Wilson1974,Confinement of quarks,"Wilson, Kenneth G.",1974,article,/bibliography/wilson1974/
MilnorStasheff1974,Characteristic Classes,"Milnor, John and Stasheff, James",1974,book,/bibliography/milnorstasheff1974/
hawking1974,Black Hole Explosions?,"Hawking, Stephen W.",1974,article,/bibliography/hawking1974/
Levin1973,Universal Sequential Search Problems,Leonid A. Levin,1973,article,/bibliography/levin1973/
GrossWilczek1973,Ultraviolet Behavior of Non-Abelian Gauge Theories,David J. Gross and Frank Wilczek,1973,article,/bibliography/grosswilczek1973/
Montgomery1973,The pair correlation of zeros of the zeta function,H. L. Montgomery,1973,incollection,/bibliography/montgomery1973/
hawking1973large,The Large Scale Structure of Space-Time,"Hawking, Stephen W. and Ellis, George F. R.",1973,book,/bibliography/hawking1973large/
HawkingEllis1973,The Large Scale Structure of Space-Time,S. W. Hawking and G. F. R. Ellis,1973,book,/bibliography/hawkingellis1973/
bardeen1973four,The Four Laws of Black Hole Mechanics,"Bardeen, James M. and Carter, Brandon and Hawking, Stephen W.",1973,article,/bibliography/bardeen1973four/
Politzer1973,Reliable Perturbative Results for Strong Interactions?,H. David Politzer,1973,article,/bibliography/politzer1973/
anfinsen1973,Principles That Govern the Folding of Protein Chains,"Anfinsen, Christian B.",1973,article,/bibliography/anfinsen1973/
Lawvere1973,"Metric spaces, generalized logic, and closed categories",F. William Lawvere,1973,article,/bibliography/lawvere1973/
misner1973gravitation,Gravitation,"Misner, Charles W. and Thorne, Kip S. and Wheeler, John Archibald",1973,book,/bibliography/misner1973gravitation/
MTW1973,Gravitation,Charles W. Misner and Kip S. Thorne and John Archibald Wheeler,1973,book,/bibliography/mtw1973/
Chernoff1973,Essential self‑adjointness of powers of generators of hyperbolic equations,"Chernoff, Paul R.",1973,article,/bibliography/chernoff1973/
Ahlfors1973,Conformal invariants: topics in geometric function theory,"Ahlfors, Lars V.",1973,book,/bibliography/ahlfors1973/
KobayashiMaskawa1973,CP-Violation in the Renormalizable Theory of Weak Interaction,Makoto Kobayashi and Toshihide Maskawa,1973,article,/bibliography/kobayashimaskawa1973/
bekenstein1973,Black Holes and Entropy,"Bekenstein, Jacob D.",1973,article,/bibliography/bekenstein1973/
bekenstein1973black,Black Holes and Entropy,"Bekenstein, Jacob D.",1973,article,/bibliography/bekenstein1973black/
OsterwalderSchrader1973,Axioms for Euclidean Green's functions,K. Osterwalder and R. Schrader,1973,article,/bibliography/osterwalderschrader1973/
MumfordToroidal1972,Toroidal embeddings I,"Mumford, David and others",1972,incollection,/bibliography/mumfordtoroidal1972/
ClemensGriffiths1972,The Intermediate Jacobian of the Cubic Threefold,"Clemens, Herbert and Griffiths, Phillip",1972,article,/bibliography/clemensgriffiths1972/
tHooftVeltman1972,Regularization and Renormalization of Gauge Fields,G. 't Hooft and M. Veltman,1972,article,/bibliography/thooftveltman1972/
Karp1972,Reducibility Among Combinatorial Problems,Richard M. Karp,1972,inproceedings,/bibliography/karp1972/
ReedSimon1972,Methods of Modern Mathematical Physics. I. Functional Analysis,Michael Reed and Barry Simon,1972,book,/bibliography/reedsimon1972/
isbell1972,Atomless Parts of Spaces,John R. Isbell,1972,article,/bibliography/isbell1972/
Freyd1972,Aspects of Topoi,Peter Freyd,1972,book,/bibliography/freyd1972/
Deligne1971,Théorie de Hodge. II,"Deligne, Pierre",1971,article,/bibliography/deligne1971/
Cook1971,The complexity of theorem-proving procedures,Stephen A. Cook,1971,article,/bibliography/cook1971/
Grothendieck1971,Revêtements étales et groupe fondamental (SGA 1),Alexander Grothendieck,1971,incollection,/bibliography/grothendieck1971/
SGA1,Revêtements étales et groupe fondamental (SGA 1),Grothendieck et al.,1971,incollection,/bibliography/sga1/
tHooft1971,Renormalizable Lagrangians for Massive Yang-Mills Fields,Gerard 't Hooft,1971,article,/bibliography/thooft1971/
RaySinger1971,R-torsion and the Laplacian on Riemannian Manifolds,Daniel B. Ray and Isadore M. Singer,1971,article,/bibliography/raysinger1971/
ByrdFriedman1971,Handbook of Elliptic Integrals for Engineers and Physicists,P. F. Byrd and M. D. Friedman,1971,book,/bibliography/byrdfriedman1971/
odum1971,Fundamentals of Ecology,"Odum, Eugene P.",1971,book,/bibliography/odum1971/
monod1971,Chance and Necessity: An Essay on the Natural Philosophy of Modern Biology,"Monod, Jacques",1971,book,/bibliography/monod1971/
MacLane1971,Categories for the working mathematician,"Mac Lane, Saunders",1971,book,/bibliography/maclane1971/
rawls1971,A Theory of Justice,John Rawls,1971,book,/bibliography/rawls1971/
Duren1970,Theory of <math><msup><mi>H</mi><mn>p</mn></msup></math> spaces,"Duren, Peter",1970,book,/bibliography/duren1970/
Hawking1970,The Singularities of Gravitational Collapse and Cosmology,Stephen W. Hawking and Roger Penrose,1970,article,/bibliography/hawking1970/
hawking1970singularities,The Singularities of Gravitational Collapse and Cosmology,"Hawking, Stephen W. and Penrose, Roger",1970,article,/bibliography/hawking1970singularities/
Kobayashi1970,Hyperbolic Manifolds and Holomorphic Mappings,Shoshichi Kobayashi,1970,book,/bibliography/kobayashi1970/
Deligne1970,Equations Différentielles à Points Singuliers Réguliers,"Deligne, Pierre",1970,book,/bibliography/deligne1970/
LawvereTierney1970,Elementary Toposes,"Lawvere, F. William and Tierney, Myles",1970,article,/bibliography/lawveretierney1970/
Crick1970,Central Dogma of Molecular Biology,Francis Crick,1970,article,/bibliography/crick1970/
HewittRoss1970,Abstract Harmonic Analysis. Volume I,"Hewitt, Edwin and Ross, Kenneth A.",1970,book,/bibliography/hewittross1970/
Mumford1970,Abelian Varieties,"Mumford, David",1970,book,/bibliography/mumford1970/
Cheeger1970,A lower bound for the smallest eigenvalue of the Laplacian,"Cheeger, Jeff",1970,article,/bibliography/cheeger1970/
DeligneMumford1969,The irreducibility of the space of curves of given genus,"Deligne, Pierre and Mumford, David",1969,article,/bibliography/delignemumford1969/
Ladyzhenskaya1969,The Mathematical Theory of Viscous Incompressible Flow,Olga A. Ladyzhenskaya,1969,book,/bibliography/ladyzhenskaya1969/
Grothendieck1969,Standard conjectures on algebraic cycles,A. Grothendieck,1969,incollection,/bibliography/grothendieck1969/
searle1969,Speech Acts: An Essay in the Philosophy of Language,John Searle,1969,book,/bibliography/searle1969/
Griffiths1969,On the Periods of Certain Rational Integrals: I,"Griffiths, Phillip A.",1969,article,/bibliography/griffiths1969/
spencerbrown1969,Laws of Form,"Spencer-Brown, George",1969,book,/bibliography/spencerbrown1969/
GohbergKrein,Introduction to the Theory of Linear Nonselfadjoint Operators,I. C. Gohberg and M. G. Kreın,1969,book,/bibliography/gohbergkrein/
GohbergKrein1969,Introduction to the Theory of Linear Nonselfadjoint Operators,Israel Gohberg and Mark G. Kreın,1969,book,/bibliography/gohbergkrein1969/
Coxeter1969,Introduction to geometry,"Coxeter, H. S. M.",1969,book,/bibliography/coxeter1969/
AtiyahMacdonald1969,Introduction to Commutative Algebra,M. F. Atiyah and I. G. Macdonald,1969,book,/bibliography/atiyahmacdonald1969/
Lawvere1969FP,Diagonal Arguments and Cartesian Closed Categories,F. William Lawvere,1969,incollection,/bibliography/lawvere1969fp/
Mosco1969,Convergence of convex sets and of solutions of variational inequalities,U. Mosco,1969,article,/bibliography/mosco1969/
Seeley1969,Complex powers of an elliptic operator,"Seeley, R.",1969,article,/bibliography/seeley1969/
ABJ1969,Axial-Vector Vertex in Spinor Electrodynamics,Stephen L. Adler,1969,article,/bibliography/abj1969/
Adler1969,Axial-Vector Vertex in Spinor Electrodynamics,Stephen L. Adler,1969,article,/bibliography/adler1969/
Lawvere1969,Adjointness in Foundations,F. William Lawvere,1969,article,/bibliography/lawvere1969/
BellJackiw1969,A PCAC puzzle: <math><mi>π⁰ → γγ</mi></math> in the <math><mi>σ</mi></math>-model,John S. Bell and Roman Jackiw,1969,article,/bibliography/belljackiw1969/
Salam1968,Weak and Electromagnetic Interactions,Abdus Salam,1968,inproceedings,/bibliography/salam1968/
Hormander1968,The spectral function of an elliptic operator,"Hörmander, Lars",1968,article,/bibliography/hormander1968/
AtiyahSinger1968,The index of elliptic operators. I,"Atiyah, Michael F. and Singer, Isadore M.",1968,article,/bibliography/atiyahsinger1968/
Kingman1968,The ergodic theory of subadditive stochastic processes,J. F. C. Kingman,1968,article,/bibliography/kingman1968/
crick1968,The Origin of the Genetic Code,"Crick, Francis H. C.",1968,article,/bibliography/crick1968/
Richardson1968,Some undecidable problems involving elementary functions of a real variable,"Richardson, Daniel",1968,article,/bibliography/richardson1968/
Pontecorvo1968,Neutrino Experiments and the Problem of Conservation of Leptonic Charge,Bruno Pontecorvo,1968,article,/bibliography/pontecorvo1968/
ArnoldAvez1968,Ergodic Problems of Classical Mechanics,Vladimir I. Arnold and André Avez,1968,book,/bibliography/arnoldavez1968/
morowitz1968,Energy Flow in Biology,"Morowitz, Harold J.",1968,book,/bibliography/morowitz1968/
SerreGalois,Abelian l-adic representations and elliptic curves,Jean-Pierre Serre,1968,book,/bibliography/serregalois/
Oseledets1968,A multiplicative ergodic theorem. Lyapunov characteristic numbers for dynamical systems,V. I. Oseledets,1968,article,/bibliography/oseledets1968/
Sakharov1967,"Violation of CP Invariance, C Asymmetry, and Baryon Asymmetry of the Universe",Andrei D. Sakharov,1967,article,/bibliography/sakharov1967/
Penrose1967,Twistor algebra,"Penrose, Roger",1967,article,/bibliography/penrose1967/
PenroseTwistor1967,Twistor Algebra,Roger Penrose,1967,article,/bibliography/penrosetwistor1967/
davidson1967,Truth and Meaning,Donald Davidson,1967,article,/bibliography/davidson1967/
Rogers1967,Theory of Recursive Functions and Effective Computability,"Rogers, Hartley",1967,book,/bibliography/rogers1967/
foot1967,The Problem of Abortion and the Doctrine of Double Effect,Philippa Foot,1967,article,/bibliography/foot1967/
vonFrisch1967,The Dance Language and Orientation of Bees,Karl von Frisch,1967,book,/bibliography/vonfrisch1967/
ChowlaSelberg1967,On Epstein's Zeta Function,Sarvadaman Chowla and Atle Selberg,1967,article,/bibliography/chowlaselberg1967/
Prigogine1967,Introduction to Thermodynamics of Irreversible Processes,Ilya Prigogine,1967,book,/bibliography/prigogine1967/
CoxeterGreitzer1967,Geometry revisited,"Coxeter, H. S. M. and Greitzer, S. L.",1967,book,/bibliography/coxetergreitzer1967/
Tate1967,Fourier analysis in number fields and Hecke's zeta-functions,"Tate, John",1967,incollection,/bibliography/tate1967/
Bishop1967,Foundations of Constructive Analysis,Errett Bishop,1967,book,/bibliography/bishop1967/
Smale1967,Differentiable dynamical systems,Stephen Smale,1967,article,/bibliography/smale1967/
derrida1967,De la grammatologie,Jacques Derrida,1967,book,/bibliography/derrida1967/
Seeley1967,Complex Powers of an Elliptic Operator,R. T. Seeley,1967,incollection,/bibliography/seeley1967/
KugaSatake1967,Abelian varieties attached to polarized K3 surfaces,Michio Kuga and Ikuo Satake,1967,article,/bibliography/kugasatake1967/
Weinberg1967,A Model of Leptons,Steven Weinberg,1967,article,/bibliography/weinberg1967/
weinberg1967model,A Model of Leptons,"Weinberg, Steven",1967,article,/bibliography/weinberg1967model/
Cartan1966,The Theory of Spinors,Élie Cartan,1966,book,/bibliography/cartan1966/
jonas1966,The Phenomenon of Life: Toward a Philosophical Biology,"Jonas, Hans",1966,book,/bibliography/jonas1966/
Cohen1966,Set Theory and the Continuum Hypothesis,Paul J. Cohen,1966,article,/bibliography/cohen1966/
Hartshorne1966,Residues and duality,"Hartshorne, Robin",1966,book,/bibliography/hartshorne1966/
Kato1966,Perturbation Theory for Linear Operators,"Kato, Tosio",1966,book,/bibliography/kato1966/
Husemoller1966,Fibre Bundles,Dale Husemoller,1966,book,/bibliography/husemoller1966/
Tate1966,Endomorphisms of abelian varieties over finite fields,J. Tate,1966,article,/bibliography/tate1966/
Ahlfors1966,Complex Analysis,"Ahlfors, Lars V.",1966,book,/bibliography/ahlfors1966/
Kac1966,Can one hear the shape of a drum?,Mark Kac,1966,article,/bibliography/kac1966/
Benacerraf1965,What Numbers Could Not Be,"Benacerraf, Paul",1965,article,/bibliography/benacerraf1965/
BirchSwinnertonDyer1965,Notes on elliptic curves. I,Bryan J. Birch and Peter Swinnerton-Dyer,1965,article,/bibliography/birchswinnertondyer1965/
BSD1965,Notes on elliptic curves. I,B. J. Birch and H. P. F. Swinnerton-Dyer,1965,article,/bibliography/bsd1965/
Penrose1965,Gravitational Collapse and Space-Time Singularities,Roger Penrose,1965,article,/bibliography/penrose1965/
penrose1965gravitational,Gravitational Collapse and Space-Time Singularities,"Penrose, Roger",1965,article,/bibliography/penrose1965gravitational/
GunningRossi1965,Analytic Functions of Several Complex Variables,Robert C. Gunning and Hugo Rossi,1965,book,/bibliography/gunningrossi1965/
CooleyTukey1965,An algorithm for the machine calculation of complex Fourier series,James W. Cooley and John W. Tukey,1965,article,/bibliography/cooleytukey1965/
penzias1965measurement,A Measurement of Excess Antenna Temperature at 4080 Mc/s,"Penzias, Arno A. and Wilson, Robert W.",1965,article,/bibliography/penzias1965measurement/
Hormander1965,<math><msup><mi>L</mi><mn>2</mn></msup></math> estimates and existence theorems for the <math><mover><mo>∂</mo><mo>‾</mo></mover></math>-operator,"Hörmander, Lars",1965,article,/bibliography/hormander1965/
hamilton1964,The Genetical Evolution of Social Behaviour. I and II,"Hamilton, William D.",1964,article,/bibliography/hamilton1964/
Bell1964,On the Einstein Podolsky Rosen Paradox,John S. Bell,1964,article,/bibliography/bell1964/
Christenson1964,Evidence for the <math><mi>2π</mi></math> Decay of the <math><msubsup><mi>K</mi><mn>2</mn><mn>0</mn></msubsup></math> Meson,J. H. Christenson and J. W. Cronin and V. L. Fitch and R. Turlay,1964,article,/bibliography/christenson1964/
Milnor1964,Eigenvalues of the Laplace operator on certain manifolds,John Milnor,1964,article,/bibliography/milnor1964/
EnglertBrout1964,Broken Symmetry and the Mass of Gauge Vector Mesons,François Englert and Robert Brout,1964,article,/bibliography/englertbrout1964/
Higgs1964,Broken Symmetries and the Masses of Gauge Bosons,Peter W. Higgs,1964,article,/bibliography/higgs1964/
higgs1964broken,Broken Symmetries and the Masses of Gauge Bosons,"Higgs, Peter W.",1964,article,/bibliography/higgs1964broken/
Zweig1964,An SU(3) Model for Strong Interaction Symmetry and its Breaking,George Zweig,1964,article,/bibliography/zweig1964/
Lawvere1964,An Elementary Theory of the Category of Sets (ETCS),F. William Lawvere,1964,inproceedings,/bibliography/lawvere1964/
Lawvere1964ETCS,An Elementary Theory of the Category of Sets,F. William Lawvere,1964,article,/bibliography/lawvere1964etcs/
GellMann1964,A Schematic Model of Baryons and Mesons,Murray Gell-Mann,1964,article,/bibliography/gellmann1964/
Cabibbo1963,Unitary Symmetry and Leptonic Decays,Nicola Cabibbo,1963,article,/bibliography/cabibbo1963/
