id,registry_id,title,slug,url,domain,cluster,confidence,book,part,chapter,type,scope,lean_status,registry_url,related_public_surface_count
registry-noteworthy-v-t34,V.T34,Uniqueness,uniqueness-v-t34,/results/additional-noteworthy-results/physics/uniqueness-v-t34/,physics,standalone_additional_result,medium,V,2,15,theorem,tau-effective,formalized,/registry/object/V.T34/,0
registry-noteworthy-v-t36,V.T36,Density cap,density-cap-v-t36,/results/additional-noteworthy-results/physics/density-cap-v-t36/,physics,standalone_additional_result,medium,V,2,15,theorem,tau-effective,formalized,/registry/object/V.T36/,0
registry-noteworthy-v-t39,V.T39,Schwarzschild as readout,schwarzschild-as-readout-v-t39,/results/additional-noteworthy-results/physics/schwarzschild-as-readout-v-t39/,physics,standalone_additional_result,medium,V,2,16,theorem,tau-effective,formalized,/registry/object/V.T39/,0
registry-noteworthy-v-t41,V.T41,"No-Shrink --- V.T03, preview",no-shrink-v-t03-preview-v-t41,/results/additional-noteworthy-results/physics/no-shrink-v-t03-preview-v-t41/,physics,standalone_additional_result,medium,V,2,16,theorem,tau-effective,formalized,/registry/object/V.T41/,0
registry-noteworthy-v-t45,V.T45,Tension Monotonicity,tension-monotonicity-v-t45,/results/additional-noteworthy-results/physics/tension-monotonicity-v-t45/,physics,standalone_additional_result,medium,V,2,18,theorem,tau-effective,formalized,/registry/object/V.T45/,0
registry-noteworthy-v-t52,V.T52,"G Prediction --- V.T04, V.T05",g-prediction-v-t04-v-t05-v-t52,/results/additional-noteworthy-results/physics/g-prediction-v-t04-v-t05-v-t52/,physics,standalone_additional_result,medium,V,2,20,theorem,tau-effective,formalized,/registry/object/V.T52/,0
registry-noteworthy-v-t53,V.T53,R Formula Independence --- V.R03,r-formula-independence-v-r03-v-t53,/results/additional-noteworthy-results/physics/r-formula-independence-v-r03-v-t53/,physics,standalone_additional_result,medium,V,2,20,theorem,tau-effective,formalized,/registry/object/V.T53/,0
registry-noteworthy-v-t55,V.T55,The Categorical Second Law,the-categorical-second-law-v-t55,/results/additional-noteworthy-results/physics/the-categorical-second-law-v-t55/,physics,standalone_additional_result,high,V,3,21,theorem,tau-effective,formalized,/registry/object/V.T55/,0
registry-noteworthy-v-t56,V.T56,Entropy splitting,entropy-splitting-v-t56,/results/additional-noteworthy-results/physics/entropy-splitting-v-t56/,physics,standalone_additional_result,medium,V,3,22,theorem,tau-effective,formalized,/registry/object/V.T56/,0
registry-noteworthy-v-t57,V.T57,Defect entropy is bounded,defect-entropy-is-bounded-v-t57,/results/additional-noteworthy-results/physics/defect-entropy-is-bounded-v-t57/,physics,standalone_additional_result,medium,V,3,22,theorem,tau-effective,formalized,/registry/object/V.T57/,0
registry-noteworthy-v-t59,V.T59,Refinement entropy grows without bound,refinement-entropy-grows-without-bound-v-t59,/results/additional-noteworthy-results/physics/refinement-entropy-grows-without-bound-v-t59/,physics,standalone_additional_result,medium,V,3,22,theorem,tau-effective,formalized,/registry/object/V.T59/,0
registry-noteworthy-v-t166,V.T166,Cosmological Bound Satisfaction,cosmological-bound-satisfaction-v-t166,/results/additional-noteworthy-results/physics/cosmological-bound-satisfaction-v-t166/,physics,standalone_additional_result,medium,V,3,24,theorem,tau-effective,formalized,/registry/object/V.T166/,0
registry-noteworthy-v-t178,V.T178,Structural Derivation: Δpq/Δpr = 4/3 from Lemniscate Counting,structural-derivation-pq-pr-4-3-from-lemniscate-counting-v-t178,/results/additional-noteworthy-results/physics/structural-derivation-pq-pr-4-3-from-lemniscate-counting-v-t178/,physics,standalone_additional_result,medium,V,3,24,theorem,tau-effective,formalized,/registry/object/V.T178/,0
registry-noteworthy-v-t71,V.T71,Macro tau-NS regularity,macro-tau-ns-regularity-v-t71,/results/additional-noteworthy-results/physics/macro-tau-ns-regularity-v-t71/,physics,standalone_additional_result,medium,V,4,27,theorem,tau-effective,formalized,/registry/object/V.T71/,0
registry-noteworthy-v-t72,V.T72,Macro energy spectrum,macro-energy-spectrum-v-t72,/results/additional-noteworthy-results/physics/macro-energy-spectrum-v-t72/,physics,standalone_additional_result,medium,V,4,28,theorem,tau-effective,formalized,/registry/object/V.T72/,0
registry-noteworthy-v-t176,V.T176,Majorana CP Phases from sigma=C_tau Constraint: phi_2 = 0,majorana-cp-phases-from-sigma-c-tau-constraint-phi-2-0-v-t176,/results/additional-noteworthy-results/physics/majorana-cp-phases-from-sigma-c-tau-constraint-phi-2-0-v-t176/,physics,standalone_additional_result,medium,V,5,35,theorem,tau-effective,formalized,/registry/object/V.T176/,0
registry-noteworthy-v-t82,V.T82,Kepler's First Law --- V.T34,kepler-s-first-law-v-t34-v-t82,/results/additional-noteworthy-results/physics/kepler-s-first-law-v-t34-v-t82/,physics,standalone_additional_result,medium,V,5,35,theorem,tau-effective,formalized,/registry/object/V.T82/,0
registry-noteworthy-v-t83,V.T83,Kepler's Second Law --- V.T35,kepler-s-second-law-v-t35-v-t83,/results/additional-noteworthy-results/physics/kepler-s-second-law-v-t35-v-t83/,physics,standalone_additional_result,medium,V,5,35,theorem,tau-effective,formalized,/registry/object/V.T83/,0
registry-noteworthy-v-t84,V.T84,Kepler's Third Law --- V.T36,kepler-s-third-law-v-t36-v-t84,/results/additional-noteworthy-results/physics/kepler-s-third-law-v-t36-v-t84/,physics,standalone_additional_result,medium,V,5,35,theorem,tau-effective,formalized,/registry/object/V.T84/,0
registry-noteworthy-v-p142,V.P142,RAR Quantitative Prediction,rar-quantitative-prediction-v-p142,/results/additional-noteworthy-results/physics/rar-quantitative-prediction-v-p142/,physics,standalone_additional_result,medium,V,5,37,proposition,tau-effective,formalized,/registry/object/V.P142/,0
registry-noteworthy-v-t204,V.T204,Redshift-Dependent Acceleration Scale,redshift-dependent-acceleration-scale-v-t204,/results/additional-noteworthy-results/physics/redshift-dependent-acceleration-scale-v-t204/,physics,standalone_additional_result,medium,V,5,37,theorem,tau-effective,formalized,/registry/object/V.T204/,0
registry-noteworthy-v-t205,V.T205,c² Cancellation Theorem,c2-cancellation-theorem-v-t205,/results/additional-noteworthy-results/physics/c2-cancellation-theorem-v-t205/,physics,standalone_additional_result,medium,V,5,37,theorem,tau-effective,formalized,/registry/object/V.T205/,0
registry-noteworthy-v-t207,V.T207,V.T85 Algebraic Resolution Theorem,v-t85-algebraic-resolution-theorem-v-t207,/results/additional-noteworthy-results/physics/v-t85-algebraic-resolution-theorem-v-t207/,physics,standalone_additional_result,medium,V,5,37,theorem,tau-effective,formalized,/registry/object/V.T207/,0
registry-noteworthy-v-t89,V.T89,Core Collapse Trigger --- V.T41,core-collapse-trigger-v-t41-v-t89,/results/additional-noteworthy-results/physics/core-collapse-trigger-v-t41-v-t89/,physics,standalone_additional_result,medium,V,5,39,theorem,tau-effective,formalized,/registry/object/V.T89/,0
registry-noteworthy-v-t232,V.T232,Jet Collimation from Hoop Stress,jet-collimation-from-hoop-stress-v-t232,/results/additional-noteworthy-results/physics/jet-collimation-from-hoop-stress-v-t232/,physics,standalone_additional_result,medium,V,5,40,theorem,tau-effective,formalized,/registry/object/V.T232/,0
registry-noteworthy-v-t222,V.T222,Chirp Mass Consistency,chirp-mass-consistency-v-t222,/results/additional-noteworthy-results/physics/chirp-mass-consistency-v-t222/,physics,standalone_additional_result,medium,V,5,41,theorem,tau-effective,formalized,/registry/object/V.T222/,0
registry-noteworthy-v-t223,V.T223,T^2 Ringdown Formula,t-2-ringdown-formula-v-t223,/results/additional-noteworthy-results/physics/t-2-ringdown-formula-v-t223/,physics,standalone_additional_result,medium,V,5,41,theorem,tau-effective,formalized,/registry/object/V.T223/,0
registry-noteworthy-v-t93,V.T93,Chirp Mass from Boundary Holonomy,chirp-mass-from-boundary-holonomy-v-t93,/results/additional-noteworthy-results/physics/chirp-mass-from-boundary-holonomy-v-t93/,physics,standalone_additional_result,medium,V,5,41,theorem,tau-effective,formalized,/registry/object/V.T93/,0
registry-noteworthy-v-t94,V.T94,Ringdown Uniqueness Theorem,ringdown-uniqueness-theorem-v-t94,/results/additional-noteworthy-results/physics/ringdown-uniqueness-theorem-v-t94/,physics,standalone_additional_result,medium,V,5,41,theorem,tau-effective,formalized,/registry/object/V.T94/,0
registry-noteworthy-v-t218,V.T218,Bi-Rotational Synchrotron Theorem,bi-rotational-synchrotron-theorem-v-t218,/results/additional-noteworthy-results/physics/bi-rotational-synchrotron-theorem-v-t218/,physics,standalone_additional_result,medium,V,5,42,theorem,tau-effective,formalized,/registry/object/V.T218/,0
registry-noteworthy-v-t219,V.T219,Harmonic Eigenfrequencies,harmonic-eigenfrequencies-v-t219,/results/additional-noteworthy-results/physics/harmonic-eigenfrequencies-v-t219/,physics,standalone_additional_result,medium,V,5,42,theorem,tau-effective,formalized,/registry/object/V.T219/,0
registry-noteworthy-v-t229,V.T229,Circular Polarization Winding,circular-polarization-winding-v-t229,/results/additional-noteworthy-results/physics/circular-polarization-winding-v-t229/,physics,standalone_additional_result,medium,V,5,42,theorem,tau-effective,formalized,/registry/object/V.T229/,0
registry-noteworthy-v-t100,V.T100,No Fifth Sector,no-fifth-sector-v-t100,/results/additional-noteworthy-results/physics/no-fifth-sector-v-t100/,physics,standalone_additional_result,medium,V,5,44,theorem,tau-effective,formalized,/registry/object/V.T100/,0
registry-noteworthy-v-t236,V.T236,σ₈ Suppression Theorem,sigma8-suppression-theorem-v-t236,/results/additional-noteworthy-results/physics/sigma8-suppression-theorem-v-t236/,physics,standalone_additional_result,medium,V,5,45,theorem,tau-effective,formalized,/registry/object/V.T236/,0
registry-noteworthy-v-t104,V.T104,Big Bang = Opening Regime,big-bang-opening-regime-v-t104,/results/additional-noteworthy-results/physics/big-bang-opening-regime-v-t104/,physics,standalone_additional_result,medium,V,6,46,theorem,tau-effective,formalized,/registry/object/V.T104/,0
registry-noteworthy-v-t171,V.T171,(5/6) Threshold Factor Shared with Y_p = 20/81,5-6-threshold-factor-shared-with-y-p-20-81-v-t171,/results/additional-noteworthy-results/physics/5-6-threshold-factor-shared-with-y-p-20-81-v-t171/,physics,standalone_additional_result,medium,V,6,48,theorem,tau-effective,formalized,/registry/object/V.T171/,0
registry-noteworthy-v-t180,V.T180,(5/6) Uniquely Forced from Threshold Topology,5-6-uniquely-forced-from-threshold-topology-v-t180,/results/additional-noteworthy-results/physics/5-6-uniquely-forced-from-threshold-topology-v-t180/,physics,standalone_additional_result,medium,V,6,48,theorem,tau-effective,formalized,/registry/object/V.T180/,0
registry-noteworthy-v-t246,V.T246,D/H Preservation,d-h-preservation-v-t246,/results/additional-noteworthy-results/physics/d-h-preservation-v-t246/,physics,standalone_additional_result,medium,V,6,48,theorem,tau-effective,formalized,/registry/object/V.T246/,0
registry-noteworthy-v-p93,V.P93,No Interior Singularity,no-interior-singularity-v-p93,/results/additional-noteworthy-results/physics/no-interior-singularity-v-p93/,physics,standalone_additional_result,medium,V,6,50,proposition,tau-effective,formalized,/registry/object/V.P93/,0
registry-noteworthy-v-t109,V.T109,BH Threshold Theorem,bh-threshold-theorem-v-t109,/results/additional-noteworthy-results/physics/bh-threshold-theorem-v-t109/,physics,standalone_additional_result,medium,V,6,50,theorem,tau-effective,formalized,/registry/object/V.T109/,0
registry-noteworthy-v-t111,V.T111,Necessary Bipolarity,necessary-bipolarity-v-t111,/results/additional-noteworthy-results/physics/necessary-bipolarity-v-t111/,physics,standalone_additional_result,medium,V,6,51,theorem,tau-effective,formalized,/registry/object/V.T111/,0
registry-noteworthy-v-p96,V.P96,BH Entropy Formula,bh-entropy-formula-v-p96,/results/additional-noteworthy-results/physics/bh-entropy-formula-v-p96/,physics,standalone_additional_result,medium,V,6,52,proposition,tau-effective,formalized,/registry/object/V.P96/,0
registry-noteworthy-v-t113,V.T113,Defect-Mass Coupling,defect-mass-coupling-v-t113,/results/additional-noteworthy-results/physics/defect-mass-coupling-v-t113/,physics,standalone_additional_result,medium,V,6,52,theorem,tau-effective,formalized,/registry/object/V.T113/,0
registry-noteworthy-v-t217,V.T217,Readout Temperature Theorem,readout-temperature-theorem-v-t217,/results/additional-noteworthy-results/physics/readout-temperature-theorem-v-t217/,physics,standalone_additional_result,medium,V,6,52,theorem,tau-effective,formalized,/registry/object/V.T217/,0
registry-noteworthy-v-t272,V.T272,Readout Channel Entropy Bound,readout-channel-entropy-bound-v-t272,/results/additional-noteworthy-results/physics/readout-channel-entropy-bound-v-t272/,physics,standalone_additional_result,medium,V,6,52,theorem,tau-effective,formalized,/registry/object/V.T272/,0
registry-noteworthy-v-t273,V.T273,Ontic Entropy Monotonicity for Mature BH,ontic-entropy-monotonicity-for-mature-bh-v-t273,/results/additional-noteworthy-results/physics/ontic-entropy-monotonicity-for-mature-bh-v-t273/,physics,standalone_additional_result,medium,V,6,52,theorem,tau-effective,formalized,/registry/object/V.T273/,0
registry-noteworthy-v-t119,V.T119,Eternal Circulation Theorem,eternal-circulation-theorem-v-t119,/results/additional-noteworthy-results/physics/eternal-circulation-theorem-v-t119/,physics,standalone_additional_result,medium,V,6,55,theorem,tau-effective,formalized,/registry/object/V.T119/,0
registry-noteworthy-v-p131,V.P131,Three Falsifiable BH T² Predictions with Fiber Structure Derivation,three-falsifiable-bh-t2-predictions-with-fiber-structure-derivation-v-p131,/results/additional-noteworthy-results/physics/three-falsifiable-bh-t2-predictions-with-fiber-structure-derivation-v-p131/,physics,standalone_additional_result,medium,V,6,56,proposition,tau-effective,formalized,/registry/object/V.P131/,0
registry-noteworthy-v-t132,V.T132,Gravity as readout --- no renormalization,gravity-as-readout-no-renormalization-v-t132,/results/additional-noteworthy-results/physics/gravity-as-readout-no-renormalization-v-t132/,physics,standalone_additional_result,medium,V,7,64,theorem,tau-effective,formalized,/registry/object/V.T132/,0
registry-noteworthy-v-p107,V.P107,Decoherence as address-resolution shadow,decoherence-as-address-resolution-shadow-v-p107,/results/additional-noteworthy-results/physics/decoherence-as-address-resolution-shadow-v-p107/,physics,standalone_additional_result,medium,V,7,65,proposition,tau-effective,formalized,/registry/object/V.P107/,0
registry-noteworthy-v-t137,V.T137,No UV divergences in tau,no-uv-divergences-in-tau-v-t137,/results/additional-noteworthy-results/physics/no-uv-divergences-in-tau-v-t137/,physics,standalone_additional_result,medium,V,7,66,theorem,tau-effective,formalized,/registry/object/V.T137/,0
registry-noteworthy-v-t140,V.T140,Elayer1,elayer1-v-t140,/results/additional-noteworthy-results/physics/elayer1-v-t140/,physics,standalone_additional_result,medium,V,7,67,theorem,tau-effective,formalized,/registry/object/V.T140/,0
registry-noteworthy-v-t141,V.T141,No Shrink---restatement,no-shrink-restatement-v-t141,/results/additional-noteworthy-results/physics/no-shrink-restatement-v-t141/,physics,standalone_additional_result,medium,V,7,68,theorem,tau-effective,formalized,/registry/object/V.T141/,0
registry-noteworthy-v-t156,V.T156,Mass Derivations --- Layer 2,mass-derivations-layer-2-v-t156,/results/additional-noteworthy-results/physics/mass-derivations-layer-2-v-t156/,physics,standalone_additional_result,medium,V,8,71,theorem,tau-effective,formalized,/registry/object/V.T156/,0
registry-noteworthy-v-p117,V.P117,Entropy splitting and life,entropy-splitting-and-life-v-p117,/results/additional-noteworthy-results/physics/entropy-splitting-and-life-v-p117/,physics,standalone_additional_result,medium,V,8,73,proposition,tau-effective,formalized,/registry/object/V.P117/,0
registry-noteworthy-v-t161,V.T161,The Hermetic Closure,the-hermetic-closure-v-t161,/results/additional-noteworthy-results/physics/the-hermetic-closure-v-t161/,physics,standalone_additional_result,medium,V,8,74,theorem,tau-effective,formalized,/registry/object/V.T161/,0
